product_id,name,specification,category,official_match_status,image_url,image_rights_status,queue_reasons,priority,source_order
20250812_105934,뉴트리가든 엑스트라버진 유기농 올리브오일100 스틱,10mL×30포,기타,not_applicable,https://m.ngardenmall.co.kr/web/product/big/202505/7ed40406e01f833744cbdf8ee1972a1d.jpg,verified,non_medicine_official_source_pending,6,136
20250812_105940,헬씨허그 마이 라이프 식물성 대마종자유 100%,60캡슐,기타,not_applicable,https://img.danuri.io/catalog-image/156/626/122/3fcae4221f0d4a63bf927dc3c7fc95d5.webp,verified,non_medicine_official_source_pending,6,137
20250812_105953,나우푸드 블러드 케어 올인원,60정,기타,not_applicable,https://img1a.coupangcdn.com/image/vendor_inventory/image_audit/prod/42c8cb37-1d36-4db8-8ec7-34cf5fe3b82d_fixing_v2.png,verified,non_medicine_official_source_pending,6,138
20250812_105957,씨스팡 혈관 팔팔,60정,기타,not_applicable,https://img.danuri.io/catalog-image/271/415/072/17b54815da3544bfb5bdad3513a01c69.jpg,verified,non_medicine_official_source_pending,6,139
20250812_110005,종근당 명작 코큐텐,90캡슐,영양제,not_applicable,https://ep-cdn.011st.com/11dims/resize/900x900/quality/75/11src/product/9267534677/B.webp?804082625,verified,non_medicine_official_source_pending,6,140
20250812_110026,일양약품 바이탈 NMN 퀘르세틴,600mg×30정,기타,not_applicable,https://sep-item.ssgcdn.com/75/30/27/item/1000846273075_i1_350.jpg,verified,non_medicine_official_source_pending,6,142
20250812_110029,식물유래 명품 NMN 프리미엄,500mg×60정×2개입,기타,not_applicable,https://midermall.com/upload/goods/list/20250319151942023236.png,verified,non_medicine_official_source_pending,6,143
20250812_110130,뉴트리 에버콜라겐 인앤업 플러스,750mg×56정,피부,not_applicable,https://sitem.ssgcdn.com/72/39/67/item/1000265673972_i1_1200.jpg,verified,non_medicine_official_source_pending,6,146
20250812_110132,온유바이오 리핏 어린 저분자 피쉬 콜라겐,30포,피부,not_applicable,https://img.danuri.io/catalog-image/224/345/015/da6b59f6bec8497696c72cd281a41363.jpg,verified,non_medicine_official_source_pending,6,147
20250812_110146,면역앤포르테,120T,기타,not_applicable,https://ep-cdn.011st.com/11dims/resize/900x900/quality/75/11src/product/9342072842/B.webp?404042857,verified,non_medicine_official_source_pending,6,149
20250812_110151,유한m 면역앤 프로폴리스 아연 플러스,1000mg×60캡슐×2개입,영양제,not_applicable,https://image.coupangcdn.com/image/vendor_inventory/67eb/443874cd785f746280503b6763842b8f449d12db7c0f33ab03f8111975b1.png,verified,non_medicine_official_source_pending,6,150
20250812_110159,조아제약 허브쵸크에스,20mL×30앰플,기타,not_applicable,https://m.choa.co.kr/userFiles2/product/filename20230620_140653_0596370.jpg,verified,non_medicine_official_source_pending,6,152
20250812_110219,매직리얼허브,1box,기타,not_applicable,https://ep-cdn.011st.com/11dims/resize/900x900/quality/75/11src/product/4639761446/B.webp?734757385,verified,non_medicine_official_source_pending,6,153
20250812_110336,케어리브 L,30mm×72mm 16매,상처,not_applicable,https://img1a.coupangcdn.com/image/vendor_inventory/b759/c786976fbc59992918bf249f2971b8e30cd6bc2592f7dd8c90dda5e83c25.png,verified,non_medicine_official_source_pending,6,156
20250812_110338,니치반 케어리브 카카오프렌즈 라이언,12매,상처,not_applicable,https://img.danuri.io/catalog-image/804/148/088/c8417895700a4b06aac532ea0f2474ed.jpg,verified,non_medicine_official_source_pending,6,157
20250812_110350,밴드닥터소프트스킨일반,20매,상처,not_applicable,https://ecimg.cafe24img.com/pg1711b79719016088/dbneedlemall/web/product/big/20260305/3ba5fcc8f071ab0298ab1f9710ecefe2.jpg,verified,non_medicine_official_source_pending,6,158
20250812_110402,동국제약 마데카 습윤 밴드 키즈,10매,상처,not_applicable,https://m.ehanmaum.co.kr/data/goods/1/2024/01/2091_tmp_1127fef008c960a00ea4e666b82b13166524large.jpg,verified,non_medicine_official_source_pending,6,159
20250812_110403,마데카습윤밴드,2매,상처,not_applicable,https://img.danuri.io/catalog-image/643/939/013/3281f2beba4b4a5e9dfdc34f04a27406.jpg,verified,non_medicine_official_source_pending,6,160
20250812_110416,대원제약 큐어반F 일반용 중형,10매,상처,not_applicable,https://shop-phinf.pstatic.net/20240627_292/17194943284505zVgi_JPEG/1206301499682559_212518834.JPG?type=o1000,verified,non_medicine_official_source_pending,6,161
20250812_110417,대원제약 큐어반F 일반용,30매,상처,not_applicable,https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/4572902183/B.png?455000000,verified,non_medicine_official_source_pending,6,162
20250812_110418,큐어반F대형,16매,상처,not_applicable,https://image.auction.co.kr/origin/4f/a7/d5/4fa7d52856.jpg,verified,non_medicine_official_source_pending,6,163
20250812_110419,큐어반F 소형(큐티용),10매,상처,not_applicable,https://shop-phinf.pstatic.net/20250224_116/1740372367617U8Kuf_JPEG/18564307746932240_1776584554.jpg?type=o1000,verified,non_medicine_official_source_pending,6,164
20250812_110420,큐어반F 원형,20매,상처,not_applicable,https://gdimg.gmarket.co.kr/3936442429/goodsimage?ver=29401969785,verified,non_medicine_official_source_pending,6,165
20250812_110421,큐어반F 발뒤꿈치용,12매,상처,not_applicable,https://img.danuri.io/catalog-image/302/143/088/a4c980436ea84bdeb11ac1716a674051.jpg?_v=20260529173423&shrink=330%3A%2A,verified,non_medicine_official_source_pending,6,166
20250812_110424,큐어반F 가족용,20매,상처,not_applicable,https://image.auction.co.kr/origin/4f/a7/c7/4fa7c7f1a6.jpg,verified,non_medicine_official_source_pending,6,167
20250812_110430,큐어반A 방수(표준형),10매,상처,not_applicable,https://image.auction.co.kr/origin/4f/a7/db/4fa7db5976.jpg,verified,non_medicine_official_source_pending,6,170
20250812_110431,큐어반A 방수(대형),15매,상처,not_applicable,https://image.auction.co.kr/origin/4f/a7/d9/4fa7d96846.jpg,verified,non_medicine_official_source_pending,6,171
20250812_110436,큐어반H 스팟,66매,상처,not_applicable,https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/6383994536/B.jpg?480000000,verified,non_medicine_official_source_pending,6,172
20250812_110456,맨담 서포트 발목 튼튼 프리미엄,1box,의료기기,not_applicable,https://img.danuri.io/catalog-image/636/650/090/6a554d0e1ff444329c2d20eb3703659f.jpg,verified,non_medicine_official_source_pending,6,173
20250812_110457,맨담 서포트 손목 튼튼 프리미엄,1box,의료기기,not_applicable,https://img.danuri.io/catalog-image/697/652/090/9630f64c77f04cf987263e6da6db160b.jpg,verified,non_medicine_official_source_pending,6,174
20250812_110459,맨담 서포트 무릎 튼튼 프리미엄,1box,의료기기,not_applicable,https://img.danuri.io/catalog-image/558/650/090/2f59b3fa644144cf9834c0370cde4c56.jpg,verified,non_medicine_official_source_pending,6,175
20250812_110460,맨담 서포트 팔꿈치 튼튼 프리미엄,1box,의료기기,not_applicable,https://img.danuri.io/catalog-image/814/715/072/7d274f792bf947d19dbeca70188cdcc9.jpg,verified,non_medicine_official_source_pending,6,176
20250812_110502,맨담 서포트 엄지 튼튼 프리미엄,1box,의료기기,not_applicable,https://img.danuri.io/catalog-image/178/231/088/ddd23732f2a8427c923e14a7c03175e5.jpg,verified,non_medicine_official_source_pending,6,177
20250812_110503,맨담 서포트 골프 테니스 엘보 튼튼 프리미엄,1box,의료기기,not_applicable,https://sep-item.ssgcdn.com/46/20/68/item/1000547682046_i1_350.jpg,verified,non_medicine_official_source_pending,6,178
20250812_110511,반테린코와 서포터 손목 L,1매,의료기기,not_applicable,https://www.iroirotokyo.net/wp-content/uploads/2020/02/1628713.thumb_.jpg,verified,non_medicine_official_source_pending,6,179
20250812_110512,반테린코와 서포터 손목 M,1개,의료기기,not_applicable,https://img1a.coupangcdn.com/image/vendor_inventory/images/2019/03/19/14/2/e367a717-03d3-4a56-a364-5d0204fbcdb6.jpg,verified,non_medicine_official_source_pending,6,180
20250812_110524,아나파 롤테이프,5cm×5m,의료기기,not_applicable,https://soear.co.kr/web/product/small/202304/0786ac0ee82f7122a5c39a9560e717b8.jpg,verified,non_medicine_official_source_pending,6,181
20250812_110534,메디큐어 롤반창고 중형,10cm×10m,상처,not_applicable,https://cafe24.poxo.com/ec01/a2medi/2MPBwJPY1W6L+wzPUGJ+dOfWSHtUJv/jzAzR5mAW0Aj6aWO/HjpocP2kLrq8kRhJh7EBgkiBIMP89T1uwB0Rhw==/_/web/product/big/202304/4768b81e5fc4884fa0a416f9024f9071.png,verified,non_medicine_official_source_pending,6,184
20250812_110543,컴배트 파워 개미 베이트,6개입,기타,not_applicable,https://asset.m-gs.kr/prod/91593240/1/550,verified,non_medicine_official_source_pending,6,185
20250812_110546,컴배트 파워 작은바퀴용,12개입,기타,not_applicable,https://basecamp.kr/web/product/big/20200410/00b6e94aa05de379d97c37a47343bfc4.jpg,verified,non_medicine_official_source_pending,6,186
20250812_110604,쿨티아 프로폴리스 토탈케어 가글,11mL×30포,"구강, 치아",not_applicable,https://cooltia.com/web/product/big/202606/98fd149421ed711242e14de9963fbe82.jpg,verified,non_medicine_official_source_pending,6,187
20250812_110608,클리덴트RX,48정,"구강, 치아",not_applicable,https://dpharm.co.kr/images/brand/cd02_sec01_img01.png,verified,non_medicine_official_source_pending,6,188
20250812_110613,폴리덴트 취침전,48정,"구강, 치아",not_applicable,https://img.danuri.io/catalog-image/413/470/013/aae50c3eec0b4644a190fff4e38c112b.jpg,verified,non_medicine_official_source_pending,6,189
20250812_110618,인사덴트 교정기 세정제,60정,"구강, 치아",not_applicable,https://img1a.coupangcdn.com/image/retail/images/e8c8e1a6-7470-4f4d-a49c-53f6825dce8b4761053293448570829.png,verified,non_medicine_official_source_pending,6,190
20250812_110621,인사덴트 나이트 의치 세정제,60정,"구강, 치아",not_applicable,https://gdimg.gmarket.co.kr/4802970321/goodsimage?ver=37840802368,verified,non_medicine_official_source_pending,6,191
20250812_110627,가그린 후레쉬 라임,750mL,"구강, 치아",not_applicable,https://static.megamart.com/product/image/1379/13792862/13792862_1_960.jpg,verified,non_medicine_official_source_pending,6,192
20250812_110707,관절팔팔,30캡슐,관절,not_applicable,https://img.danuri.io/catalog-image/278/016/032/c3347a5e93504d8296f7113a0f2fe554.jpg,verified,non_medicine_official_source_pending,6,193
20250812_110709,7일의 보스웰리아,30정,기타,not_applicable,https://ecimg.cafe24img.com/pg1906b94289711043/newtreemall/web/product/big/20250911/29e476426b58776ef8c337695e861dc7.png,verified,non_medicine_official_source_pending,6,194
20250812_110713,관절애MSM,240정,관절,not_applicable,https://soear.co.kr/web/product/big/202405/1804cf32d7e7b4ce1d6c69f458f142da.jpg,verified,non_medicine_official_source_pending,6,195
20250812_110725,스트롱조인트-F,240정,관절,not_applicable,https://soear.co.kr/web/product/big/202212/197ffdc754352f583d088cab41c9402d.jpg,verified,non_medicine_official_source_pending,6,197
20250812_110732,MSM 포르테,90정,관절,not_applicable,https://img.danuri.io/catalog-image/856/824/017/f64a4f719324465c91ecfd0db0335cf5.jpg,verified,non_medicine_official_source_pending,6,198
20250812_110734,코랄칼슘마그네슘,90T,영양제,not_applicable,https://img.danuri.io/catalog-image/543/372/006/eaff1a31b8cf45f18e7b2cb4c202a479.jpg,verified,non_medicine_official_source_pending,6,199
20250812_110751,프롬팜 관절건강엔 타마플렉스,60정,관절,not_applicable,https://ep-cdn.011st.com/11dims/resize/900x900/quality/75/11src/product/9456016183/B.webp?314055303,verified,non_medicine_official_source_pending,6,201
20250812_110755,프롬팜 관절건강엔 MSM&NAG,240정,관절,not_applicable,https://img1a.coupangcdn.com/image/vendor_inventory/a638/5c23545ec337fff03edf4142c84d0f5aeaf337c4c145e48ef596edaf7512.jpg,verified,non_medicine_official_source_pending,6,202
20250812_110820,소연골콘드로이친1200맥스플러스,60P,관절,not_applicable,https://product-image.prod-nsmall.com/new/36010668_0.jpg?s=238x238,verified,non_medicine_official_source_pending,6,208
20250812_110932,녹십자 하루케어 밀크씨슬,30정,영양제,not_applicable,https://img1a.coupangcdn.com/image/vendor_inventory/e2ee/074fb9286e203972caf8549dd5ea075a79c6d175726593a2f51fb6f14581.jpg,verified,non_medicine_official_source_pending,6,215
20250812_110942,리포조말 글루타치온 셀렌,120정,기타,not_applicable,https://contents.lotteon.com/itemimage/20260624154702/LO/27/07/66/81/05/_2/70/76/68/10/6/LO2707668105_2707668106_1.jpg,verified,non_medicine_official_source_pending,6,216
20250812_111018,우루샷정,2정,건강보조식품,not_applicable,https://img.danuri.io/catalog-image/740/278/016/0abd6aca6c284ca5ae6261609966f456.jpg,verified,non_medicine_official_source_pending,6,221
20250812_111110,온유로케어 칼륨 메리로트 밸런스,60정,영양제,not_applicable,https://img.danuri.io/catalog-image/751/342/097/8c2c3713ff854fef98d0f459ea9d1244.jpg,verified,non_medicine_official_source_pending,6,223
20250812_111123,프롬팜 두뇌 인지력엔,60캡슐,혈행개선,not_applicable,https://img1a.coupangcdn.com/image/vendor_inventory/02c3/0690a31d4b189ea61d2683922f81e0ba4cd5d4283e4f42627277ef7e0da5.png,verified,non_medicine_official_source_pending,6,225
20250812_111151,징코폴리시아,120캡슐,혈행개선,not_applicable,https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/8627663897/B.webp?792774467,verified,non_medicine_official_source_pending,6,231
20250812_111154,징코넥신,120캡슐,혈행개선,not_applicable,https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/3158272257/B.jpg?434000000,verified,non_medicine_official_source_pending,6,232
20250812_111209,써큐란 알파,180캡슐,혈행개선,not_applicable,https://www.dapharm.com/common/images/brand/CCLA180_01.png,verified,non_medicine_official_source_pending,6,236
20250812_111237,5070 면역비타민,120정,혈행개선,not_applicable,https://cdn.platpharm.co.kr/2025/01/2501200923210002860.jpg,verified,non_medicine_official_source_pending,6,241
20250812_112153,홈키파 마이키파 에스 엑스트라 파워 에어졸,150mL,호흡기,not_applicable,https://image.homeplus.kr/td/eacb976b-48bb-467c-9c4c-d8158ab922e4,verified,non_medicine_official_source_pending,6,268
20250812_112156,신신 모스키토 아웃도어 에어로솔,100mL,호흡기,not_applicable,https://image.auction.co.kr/origin/4f/15/87/4f15872ec6.jpg,verified,non_medicine_official_source_pending,6,269
20250812_112224,영국산 비타민C 500mg,12정,호흡기,not_applicable,https://cdn.mariooutlet.com/Product/A0747/DJN/P003743267_d1.jpg,verified,non_medicine_official_source_pending,6,270
20250812_112437,다나음 액티브 엽산+비타민D3,60정,여성,not_applicable,https://cdn.011st.com/11dims/resize/600x600/quality/75/11src/cat/21/9/3/3/4/1/3/VbGwq/77933413_1.jpg,verified,non_medicine_official_source_pending,6,274
20250812_113313,아이다움 실리콘 투약병,1개,호흡기,not_applicable,https://ecimg.cafe24img.com/pg195b61208726017/jintkorea1/web/product/big/20250212/e488e65926696db4ecfedf009b47a403.png,verified,non_medicine_official_source_pending,6,352
20250812_114035,덴타탁 액티브,120정,소화기,not_applicable,https://image9.coupangcdn.com/image/vendor_inventory/6579/0415bf567468b5b884ef51d6542144ac783a53980ff36a320409b5535c1f.jpg,verified,non_medicine_official_source_pending,6,418
20250812_114037,유한 덴티케어플러스,120정,소화기,not_applicable,https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/7951386571/B.jpg?92000000,verified,non_medicine_official_source_pending,6,419
20250812_114054,프로탁스(R),120정,"구강, 치아",not_applicable,https://www.bukwang.co.kr/data/product/attachFiles_1733472240ndcz40x3bz.jpg,verified,non_medicine_official_source_pending,6,422
20250812_114122,이가 엔 탑플러스,120정,"구강, 치아",not_applicable,https://img1a.coupangcdn.com/image/vendor_inventory/456b/61f87847ca153e67715837e5f005ca7b5890c78401c062dca69632fb5963.png,verified,non_medicine_official_source_pending,6,426
20250812_114800,자이젤리겔,50g,남성,not_applicable,https://www.peoplepharm.com/shop/data/goods/1644061413386l0.jpg,verified,non_medicine_official_source_pending,6,479
20250812_114805,페미라이드플러스,180ml,여성,not_applicable,https://ep-cdn.011st.com/11dims/resize/900x900/quality/75/11src/product/9398751345/B.webp?640603511,verified,non_medicine_official_source_pending,6,481
20250812_114808,프로캄 클레어진 여성청결제,200mL + 50mL,여성,not_applicable,https://image.coupangcdn.com/image/vendor_inventory/b22b/8dae9532c52b323c1138003234bd15e7a17fdf2277db94706ee520f528af.png,verified,non_medicine_official_source_pending,6,482
20250812_114826,그린티다이어트,30T,다이어트,not_applicable,https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/7848017763/B.jpg?317000000,verified,non_medicine_official_source_pending,6,484
20250812_114911,밀크씨슬액세트,1box,소화기,not_applicable,https://img.danuri.io/catalog-image/665/223/029/a7a087d06519425d949f2b9cb13769a9.jpg,verified,non_medicine_official_source_pending,6,487
20250812_114938,셀티아이키즈,60P,키즈,not_applicable,https://image.coupangcdn.com/image/vendor_inventory/b5eb/07d064ff71d30b560c32a5666471113e01e7e0177dfa8222428c503dcb81.jpg,verified,non_medicine_official_source_pending,6,493
20250812_114941,셀티아이 골드,120C,키즈,not_applicable,https://shopping-phinf.pstatic.net/main_8802069/88020696096.jpg,verified,non_medicine_official_source_pending,6,494
20250812_114943,셀티아이 맘,120C,키즈,not_applicable,https://img1a.coupangcdn.com/image/vendor_inventory/4791/ca55bebbc6d29567796a70fc2f11a502eb727a8b5c5539fd9e5ea9214edd.jpg,verified,non_medicine_official_source_pending,6,495
20250812_115003,황제진상보,100ml,영양제,not_applicable,https://ep-cdn.011st.com/11dims/resize/900x900/quality/75/11src/pd/v2/9/5/3/7/0/6/QsYYg/9494953706_B.webp,verified,non_medicine_official_source_pending,6,497
20250812_115110,경옥침향세트,100ml,영양제,not_applicable,https://static.megamart.com/product/image/1357/13572778/13572778_1_960.jpg,verified,non_medicine_official_source_pending,6,504
20250812_115206,잘크토닉,40ml,소화기,not_applicable,https://m.choa.co.kr/userFiles2/product/filename20220113_111825_0653148.jpg,verified,non_medicine_official_source_pending,6,511
20250812_115209,데이스트,3앰플,소화기,not_applicable,https://m.choa.co.kr/userFiles2/product/filename20230620_140224_0655361.jpg,verified,non_medicine_official_source_pending,6,513
20250812_115225,젤리 잘크톤(망고맛),15g × 30포,소화기,not_applicable,https://m.choa.co.kr/userFiles2/product/filename20201229_161913_0074520.jpg,verified,non_medicine_official_source_pending,6,515
20250812_115226,젤리 잘크톤(블루베리맛),15g × 30포,소화기,not_applicable,https://m.choa.co.kr/userFiles2/product/filename20220113_113723_0617748.jpg,verified,non_medicine_official_source_pending,6,516
20250812_115232,미향 키즈아이쑥쑥,275mg × 240정 × 2박스,소화기,not_applicable,https://shop-phinf.pstatic.net/20230925_15/16956417306555Seac_PNG/10538629446138649_571722160.png?type=o1000,verified,non_medicine_official_source_pending,6,517
20250812_115242,더팜 액상 미네랄 키즈,30포,키즈,not_applicable,https://gdimg.gmarket.co.kr/3125935195/still/600?ver=1745388571,verified,non_medicine_official_source_pending,6,518
20250812_115247,프롬팜 락토 챔피언 키즈,60포,키즈,not_applicable,https://ep-cdn.011st.com/11dims/resize/900x900/quality/75/11src/product/9484670248/B.webp?384685152,verified,non_medicine_official_source_pending,6,519
20250812_115248,더팜이지바울베베키즈,60P,키즈,not_applicable,https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/7248329001/B.jpg?284000000,verified,non_medicine_official_source_pending,6,520
20250812_115304,프롬팜 오메가 챔피언,700mg × 80캡슐,키즈,not_applicable,https://www.dapharm.com/common/images/brand/84281a9929994366875dcb7af7aa6987.png,verified,non_medicine_official_source_pending,6,523
20250812_115344,블랙마카애골드,30정,전립선,not_applicable,https://pharmswell.net/web/product/big/202603/568007930013d86a01966c7c1d7ca04e.jpg,verified,non_medicine_official_source_pending,6,526
20250812_115438,쏘팔메토옥타코사놀메가프라임,120캡슐,전립선,not_applicable,https://img1a.coupangcdn.com/image/vendor_inventory/fe8e/bbd8172a0b4621dd124f9b170f89c8a54bc62a8889869494b240fa67139f.png,verified,non_medicine_official_source_pending,6,531
20250812_115445,녹십자 하루케어 쏘팔메토,30c,영양제,not_applicable,https://img1a.coupangcdn.com/image/vendor_inventory/3a77/1461dfe9be28880a30d9e4caea70f568c5b3e6fba38e03df613b88566f27.png,verified,non_medicine_official_source_pending,6,532
20260129_110232,조아엉겅퀴골드,100mL × 10병,드링크,not_applicable,https://m.choa.co.kr/userFiles2/product/filename20250827_102646_0616436.jpg,verified,non_medicine_official_source_pending,6,534
20260129_110238,건강애,10병,드링크,not_applicable,https://image.coupangcdn.com/image/vendor_inventory/image_audit/prod/dcec799e-c7c0-40b1-92b1-7e3ace2ba4d6_fixing_v2.png,verified,non_medicine_official_source_pending,6,536
20260129_110242,구론산,10병,드링크,not_applicable,https://img.danuri.io/catalog-image/623/730/017/ec4c7a4820ad48a8b5459b884accc002.jpg,verified,non_medicine_official_source_pending,6,537
20260129_110248,쿠퍼스깨곰,10병,숙취,not_applicable,https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/8314940267/B.png?875077017,verified,non_medicine_official_source_pending,6,538
20260129_110250,주당의비결,10개입,숙취,not_applicable,https://godomall.speedycdn.net/6013ba44731dbbeb20b93e792f36377f/goods/1000000301/image/magnify/1000000301_magnify_019.jpg,verified,non_medicine_official_source_pending,6,539
20260129_110254,헛개컨디션,10병,숙취,not_applicable,https://img.danuri.io/catalog-image/888/231/004/9620ad20a144439f8b2cec33bf859253.jpg,verified,non_medicine_official_source_pending,6,540
20260129_110257,컨디션스틱그린애플,10개,숙취,not_applicable,https://img.danuri.io/catalog-image/647/782/016/fe4471e173a64814b5b3861ffce0988b.jpg,verified,non_medicine_official_source_pending,6,541
20260129_110259,컨디션스틱자두,10개,숙취,not_applicable,https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/9057758651/B.webp?783976653,verified,non_medicine_official_source_pending,6,542
20260129_110300,컨디션스틱망고,10개,숙취,not_applicable,https://hkinnotr7596.cdn-nhncommerce.com/data/goods/23/11/48/1000001128/1000001128_detail_053.jpg,verified,non_medicine_official_source_pending,6,543
20260129_110306,상쾌환,10포,숙취,not_applicable,https://img.danuri.io/catalog-image/809/645/072/10ec1fd214974bd88f841f25caadc31d.jpg,verified,non_medicine_official_source_pending,6,544
20260129_110309,상쾌환부스터,10EA,숙취,not_applicable,https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/5441774528/B.jpg?990000000,verified,non_medicine_official_source_pending,6,545
20260129_110312,헛개땡큐골드,10병,숙취,not_applicable,https://ckdmall.co.kr/web/product/big/202506/b47471fcc591a3bbe974b7cf05c2a3df.jpg,verified,non_medicine_official_source_pending,6,546
20260129_110316,광동헛개파워,10병,숙취,not_applicable,https://content.foodspring.co.kr/vendor/192/images/28_8911124316_r.JPG?f=webp,verified,non_medicine_official_source_pending,6,547
20260129_110317,헛개숙취세트,1SET,숙취,not_applicable,https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/3359973101/B.jpg?496000000,verified,non_medicine_official_source_pending,6,548
20260129_110323,헛개숙취세트10EA,10EA,숙취,not_applicable,https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/8267449554/B.jpg?73080907,verified,non_medicine_official_source_pending,6,549
20260129_110356,닥터 리쥬피디 프리미엄 PDRN 리페어 크림,20g,코스메틱,not_applicable,https://image.makewebcdn.com/makeweb/m_1920x0/S3M3eCgZP/16brand/TK0003439_104.jpg?v=202405291424,verified,non_medicine_official_source_pending,6,550
20260129_110402,리쥬닉 PDRN 리쥬비네이팅 앤 리페어 크림,20mL,코스메틱,not_applicable,https://img1a.coupangcdn.com/image/vendor_inventory/9a3b/7f25d1f5432dad428656c2fc6185a894306c1093ff2ee2e4fcceae08caa4.png,verified,non_medicine_official_source_pending,6,552
20260129_110414,닥터 리쥬올 어드밴스드 RETINO 멜라 세럼,50mL,코스메틱,not_applicable,https://ecimg.cafe24img.com/pg1921b33605515017/neosimplerix/web/product/medium/20260521/69fd47a8662af8916c219d42dd92e513.png,verified,non_medicine_official_source_pending,6,554
20260129_110422,리쥬올 PDRN크림,30ml,코스메틱,not_applicable,https://ecimg.cafe24img.com/pg1921b33605515017/neosimplerix/web/product/medium/20260521/807b731a578a7db597a26b5728327e90.png,verified,non_medicine_official_source_pending,6,556
20260129_110426,프로캄레드엑스크림,18ml,코스메틱,not_applicable,https://img1a.coupangcdn.com/image/vendor_inventory/ac4d/40edc3557b67913c43bbbe81551a04ed46022780f27bdea3a2343f87351a.png,verified,non_medicine_official_source_pending,6,557
20260129_110434,프로캄EGFPDRN시너지마스크,3EA,코스메틱,not_applicable,https://down-sg.img.susercontent.com/file/sg-11134207-824h8-me6i1h0nv9c15a,verified,non_medicine_official_source_pending,6,559
20260129_110451,아르베라 PDRN리쥬샷크림,50ml,코스메틱,not_applicable,https://sep-item.ssgcdn.com/00/46/40/item/1000776404600_i1_350.jpg,verified,non_medicine_official_source_pending,6,560
20260129_110453,아르베라 PDRN리쥬샷부스터,120ml,코스메틱,not_applicable,https://sep-item.ssgcdn.com/89/45/40/item/1000776404589_i1_350.jpg,verified,non_medicine_official_source_pending,6,561
20260129_110456,아르베라 포포 파우더 워시,90g,코스메틱,not_applicable,https://img1a.coupangcdn.com/image/vendor_inventory/3563/6533ca6c1eef16961436b5eac634823aa2fe7f003bebef77e397c4f27c73.jpg,verified,non_medicine_official_source_pending,6,563
20260129_110508,이데베논 프레스티지앰플,10ml,코스메틱,not_applicable,https://img.danuri.io/catalog-image/101/663/030/94c62887e9434c5c96f13e181c7699e2.jpg,verified,non_medicine_official_source_pending,6,564
20260129_110518,셀비엔 글루타치온 백옥앰플,30mL,코스메틱,not_applicable,https://cellbn.co.kr/web/product/big/202505/836afd4a090b36800be2b3115597267a.jpg,verified,non_medicine_official_source_pending,6,565
20260129_110519,셀비엔 글루타치온 백옥크림,50g,코스메틱,not_applicable,https://m.cellbn.co.kr/web/product/big/202505/0d932a7bb0ece85b706589b269f7375b.jpg,verified,non_medicine_official_source_pending,6,566
20260129_110521,나티아 PDRN다이렉트 필름,30매,코스메틱,not_applicable,https://cdn.oasis.co.kr:48581/product/123662/thumb/30b616f1-4348-456d-bfde-989a7a2a8912.jpg,verified,non_medicine_official_source_pending,6,567
20260129_110528,프로캄 베베 베이비로션,250ml,코스메틱,not_applicable,https://img1a.coupangcdn.com/image/vendor_inventory/image_audit/prod/2fc2b3e4-d8bf-4dd1-8920-b3cc84bd34f0_fixing_v2.png,verified,non_medicine_official_source_pending,6,568
20260129_110530,프로캄 베베 베이비크림,140ml,코스메틱,not_applicable,https://img.danuri.io/catalog-image/542/576/048/c87373bbe1d34919a081a4870080f143.jpg,verified,non_medicine_official_source_pending,6,569
20260129_110845,풀업373다이렉트,15매,남성,not_applicable,https://img.danuri.io/catalog-image/847/909/091/9a95dde88c3840948174a69da2858fc0.jpg,verified,non_medicine_official_source_pending,6,573
20260129_110848,더다른아르기닌오르니틴,14포,남성,not_applicable,https://www.drprio.com/web/product/big/202406/ecaa0c5a8284579048dbafa81adc93f8.jpg,verified,non_medicine_official_source_pending,6,574
20260129_110858,알콘달콘소프트핑거가드,20개,남성,not_applicable,https://alcondalcon.com/web/product/big/202210/5c96b24365ebda9acab883f4afdf9369.jpg,verified,non_medicine_official_source_pending,6,575
20260129_110918,듀렉스 러브,10개,남성,not_applicable,https://m.kondom.co.kr/web/product/big/202406/073ef475ebe2aeec353558137b8ba0ba.jpg,verified,non_medicine_official_source_pending,6,577
20260129_110940,듀렉스 익사이트 미,10개,남성,not_applicable,https://ivancity.com/data/item/16/08/35/1000000606/1000000606_magnify_051.jpg,verified,non_medicine_official_source_pending,6,578
20260129_110942,듀렉스 플레져 미,10개,남성,not_applicable,https://cdn-banana.bizhost.kr/files/goods/10143/1628751274_1.jpg,verified,non_medicine_official_source_pending,6,579
